City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,minas de marcona,-15.2119,-75.1103,17.45,67,93,3.82,PE,1731535932
364,sitka,57.0531,-135.33,6.94,65,40,2.57,US,1731535933
365,luderitz,-26.6481,15.1594,20.54,48,49,9.0,NA,1731535934
366,turaif,31.6725,38.6637,13.14,44,0,0.0,SA,1731535935
367,el calafate,-50.3408,-72.2768,11.12,46,2,6.51,AR,1731535897
368,letlhakeng,-24.0944,25.0298,23.49,37,0,3.93,BW,1731535938
369,salaga,8.5508,-0.5188,29.34,35,85,0.97,GH,1731535939
370,aginskoye,51.1,114.53,-13.9,80,2,3.07,RU,1731535940
371,qui nhon,13.7667,109.2333,23.69,92,98,2.01,VN,1731535941
372,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-0.63,61,52,6.23,RU,1731535942
373,weno,7.4515,151.8468,28.97,89,75,3.09,FM,1731535943
374,roma,43.2128,-75.4557,4.26,55,0,1.54,US,1731535933
375,taoudenni,22.6783,-3.9836,25.01,16,25,1.6,ML,1731535945
376,miranda do douro,41.4969,-6.2731,9.12,77,100,9.34,PT,1731535946
377,palmer,42.1584,-72.3287,5.84,34,0,5.14,US,1731535748
378,broome,42.2506,-75.833,5.56,53,0,2.06,US,1731535948
379,muisne,0.6,-80.0333,23.91,74,62,4.09,EC,1731535949
380,durant,33.994,-96.3708,22.24,37,0,7.2,US,1731535950
381,kijang,35.2442,129.2139,13.68,68,42,4.32,KR,1731535951
382,istok,42.7808,20.4875,0.09,79,96,1.33,XK,1731535952
383,pathein,16.7833,94.7333,23.31,93,12,2.03,MM,1731535668
384,vila velha,-20.3297,-40.2925,21.97,96,100,6.69,BR,1731535954
385,luis correia,-2.8792,-41.6669,28.0,74,20,7.2,BR,1731535956
386,fort william,56.8165,-5.1121,10.17,96,95,1.49,GB,1731535957
387,kununurra,-15.7667,128.7333,25.99,89,89,1.03,AU,1731535958
388,qurayyat,31.3318,37.3428,15.1,51,0,3.09,SA,1731535959
389,shenjiamen,29.9576,122.298,20.35,87,20,4.47,CN,1731535960
390,daokou,35.5639,114.5058,14.52,96,100,0.63,CN,1731535961
391,kapuskasing,49.4169,-82.4331,1.0,100,100,8.23,CA,1731535962
392,mbekenyera,-10.0,38.9833,23.69,87,41,1.61,TZ,1731535963
393,zhangye,38.9342,100.4517,5.56,47,100,0.15,CN,1731535964
394,shakhun'ya,57.6758,46.6114,-0.3,90,100,4.5,RU,1731535965
395,enewetak,11.3474,162.3373,28.44,73,71,7.32,MH,1731535966
396,xilin hot,43.9667,116.0333,1.79,80,5,2.47,CN,1731535967
397,st. catharines,43.1668,-79.2496,7.01,51,75,5.14,CA,1731535907
398,saudarkrokur,65.7461,-19.6394,4.26,85,63,8.72,IS,1731535969
399,achacachi,-16.05,-68.6833,10.22,71,82,5.33,BO,1731535970
400,coswig,51.1333,13.5833,4.67,95,75,2.06,DE,1731535971
401,praia da vitoria,38.7333,-27.0667,18.14,82,20,5.12,PT,1731535972
402,kitakata,37.65,139.8667,6.4,89,1,1.09,JP,1731535974
403,tortoli,39.9256,9.6572,14.99,89,92,0.89,IT,1731535975
404,vallegrande,-18.4897,-64.1069,18.67,55,100,2.15,BO,1731535976
405,kem',64.9555,34.5793,2.58,85,34,6.8,RU,1731535977
406,tsiombe,-25.3,45.4833,24.45,81,100,3.54,MG,1731535978
407,glace bay,46.1969,-59.957,2.2,79,100,17.49,CA,1731535979
408,malaut,30.2167,74.4833,19.36,37,6,0.99,IN,1731535980
409,krasavino,60.9614,46.4814,0.43,90,100,4.57,RU,1731535981
410,mingshui,36.7167,117.5,14.1,94,100,1.78,CN,1731535982
411,sipalay,9.75,122.5,24.45,87,95,1.64,PH,1731535983
412,altay,47.8667,88.1167,-4.01,98,100,1.28,CN,1731535984
413,northam,51.0333,-4.2167,9.78,93,55,1.01,GB,1731535985
414,constitucion,-35.3333,-72.4167,19.24,63,16,6.92,CL,1731535986
415,mtambile,-5.3833,39.7,26.31,84,3,3.52,TZ,1731535987
416,colonia,50.9333,6.95,9.42,93,100,2.57,DE,1731535988
417,portoferraio,42.8115,10.3146,13.87,57,13,1.06,IT,1731535990
418,perry,37.2506,-83.1999,14.82,58,100,0.93,US,1731535992
419,walvis bay,-22.9575,14.5053,14.34,91,0,2.87,NA,1731535993
420,nuuk,64.1835,-51.7216,-4.66,93,100,3.6,GL,1731535994
421,ilhabela,-23.7781,-45.3581,18.82,88,100,1.39,BR,1731535995
422,bucerias,20.75,-105.3333,29.43,74,0,4.63,MX,1731535907
423,hami,42.8,93.45,8.05,50,39,3.41,CN,1731535997
424,san borja,-14.8167,-66.85,19.84,83,100,1.14,BO,1731535998
425,sidney,-33.8679,151.2073,18.46,88,75,9.26,AU,1731535711
426,ardestan,33.3761,52.3694,9.51,65,58,1.79,IR,1731536000
427,agat village,13.3886,144.6585,27.98,92,100,6.11,GU,1731536001
428,ust-tsilma,65.441,52.1498,-1.42,93,100,3.54,RU,1731536002
429,kargil,34.5667,76.1,-3.4,70,96,2.35,IN,1731536003
430,waingapu,-9.6567,120.2641,27.43,75,100,3.04,ID,1731536004
431,trujillo,-8.116,-79.03,18.98,88,90,4.12,PE,1731535774
432,sitangkai,4.6628,119.3928,28.59,71,37,3.23,PH,1731536006
433,msanga,-6.05,36.0333,22.66,65,7,3.18,TZ,1731536008
434,taro,-8.3862,115.28,19.3,99,63,0.47,ID,1731536009
435,griffith,41.5284,-87.4237,11.92,61,40,3.6,US,1731536010
436,port lincoln,-34.7333,135.8667,14.35,62,100,3.22,AU,1731536011
437,bikenibeu village,1.3673,173.1241,30.98,70,20,5.66,KI,1731536012
438,puerto san jose,13.9256,-90.8244,28.03,78,75,2.06,GT,1731535911
439,palikir - national government center,6.9248,158.1611,27.41,83,100,3.09,FM,1731536014
440,basco,20.4487,121.9702,27.11,87,100,9.3,PH,1731536015
441,bria,6.5423,21.9863,22.96,64,79,2.02,CF,1731536016
442,howard springs,-12.497,131.047,26.6,93,85,1.07,AU,1731536017
443,karatuzskoye,53.6072,92.8667,-8.92,76,100,0.91,RU,1731536018
444,kiama,-34.6833,150.8667,19.1,84,99,0.45,AU,1731536019
445,rakops,-21.0167,24.3333,26.1,50,75,6.65,BW,1731536020
446,songea,-10.6833,35.65,22.58,49,70,2.47,TZ,1731536022
447,takoradi,4.8845,-1.7554,25.96,84,33,2.22,GH,1731536023
448,madang,-5.2246,145.7966,26.24,86,97,1.67,PG,1731536024
449,vorgashor,67.5833,63.95,-24.64,99,77,2.75,RU,1731536027
450,sligo,54.2697,-8.4694,12.04,98,100,2.08,IE,1731536028
451,farasan,16.7022,42.1183,28.89,69,2,1.37,SA,1731536030
452,christchurch,-43.5333,172.6333,15.79,94,75,5.14,NZ,1731535923
453,walterboro,32.9052,-80.6668,17.19,63,0,3.09,US,1731536033
454,sorada,19.75,84.4333,20.62,88,4,1.17,IN,1731536034
455,port-gentil,-0.7193,8.7815,25.84,84,94,2.24,GA,1731536035
456,troitskoye,52.9821,84.6757,-8.78,86,100,4.82,RU,1731536037
457,fazilka,30.4,74.0333,20.09,36,11,1.74,IN,1731536038
458,wafangdian,39.6183,122.0081,11.8,77,100,2.37,CN,1731536039
459,dryden,49.7833,-92.7503,2.16,100,100,3.09,CA,1731536040
460,ishigaki,24.3448,124.1572,27.07,89,20,4.63,JP,1731536042
461,santa rosalia,27.3167,-112.2833,23.96,31,0,5.35,MX,1731536043
462,tamulte de las sabanas,18.2167,-92.7833,30.07,69,10,3.41,MX,1731536045
463,karratha,-20.7377,116.8463,30.16,27,76,3.22,AU,1731536046
464,okhansk,57.7186,55.3877,-4.43,94,96,3.48,RU,1731536047
465,masterton,-40.9597,175.6575,15.2,87,100,2.28,NZ,1731536049
466,liebenau,52.6036,9.0972,9.15,98,100,3.27,DE,1731536050
467,ebon,4.582,168.6964,28.32,76,73,6.75,MH,1731536051
468,ar rahad,12.7167,30.65,25.92,33,1,5.64,SD,1731536054
469,soio,-6.1349,12.3689,25.73,91,100,3.77,AO,1731535958
470,bejaia,36.7559,5.0843,16.6,63,0,3.09,DZ,1731536056
471,iranshahr,27.2025,60.6848,21.33,27,0,0.94,IR,1731536058
472,cidreira,-30.1811,-50.2056,19.35,61,0,3.21,BR,1731536059
473,al-hamdaniya,36.2715,43.3737,17.37,61,91,1.98,IQ,1731536060
474,corowa,-36.0333,146.3833,18.13,61,29,0.36,AU,1731536062
475,codajas,-3.8367,-62.0569,25.43,86,82,2.26,BR,1731536063
476,changyon,38.2508,125.0961,10.62,84,96,1.4,KP,1731536064
477,lagoa,39.05,-27.9833,18.49,78,100,6.67,PT,1731536065
478,boyolangu,-8.1181,111.8935,24.14,95,20,0.63,ID,1731536029
479,sovetskaya gavan',48.9723,140.2878,-4.62,69,100,1.64,RU,1731536068
480,fortuna,40.5982,-124.1573,14.51,92,75,3.6,US,1731536069
481,remire-montjoly,4.9167,-52.2667,28.02,78,75,2.57,GF,1731536071
482,kabala,9.5833,-11.55,22.29,87,82,0.43,SL,1731536072
483,wernigerode,51.8333,10.7833,7.31,94,100,2.32,DE,1731536073
484,daru,-9.0763,143.2092,27.65,80,100,5.26,PG,1731536074
485,chandla,25.0833,80.2,20.37,43,0,0.28,IN,1731536076
486,robore,-18.3333,-59.75,25.05,65,40,0.0,BO,1731536077
487,vilyuysk,63.7553,121.6247,-19.9,96,82,3.0,RU,1731536078
488,wum,6.3833,10.0667,21.39,68,74,1.42,CM,1731536080
489,pine bluff,34.2284,-92.0032,21.96,74,40,3.09,US,1731536081
490,vadso,70.0744,29.7487,5.09,75,75,9.26,NO,1731536082
491,greymouth,-42.4667,171.2,11.84,94,100,4.72,NZ,1731536083
492,fada,7.25,4.0667,27.37,94,40,1.54,NG,1731536085
493,bodo,67.28,14.405,4.02,81,75,12.86,NO,1731535928
494,sechura,-5.5569,-80.8222,21.56,68,41,6.92,PE,1731536087
495,loango,-4.6719,11.8312,25.24,92,100,2.56,CG,1731536089
496,balcarce,-37.8462,-58.2552,21.57,54,49,1.85,AR,1731536090
497,tam ky,15.5667,108.4833,23.81,93,98,0.77,VN,1731536091
498,najran,17.4924,44.1277,15.06,26,41,0.32,SA,1731536092
499,lupiro,-8.3833,36.6667,26.22,68,5,4.04,TZ,1731536093
500,guozhen,34.3659,107.359,11.76,91,88,0.69,CN,1731536094
501,amga,60.8953,131.9608,-21.63,99,99,0.81,RU,1731535934
502,urzhar,47.093,81.6294,-5.37,90,100,3.16,KZ,1731536096
503,okha,53.5739,142.9478,-5.22,76,100,4.7,RU,1731536097
504,jijiang,29.2906,106.2542,18.61,90,99,0.25,CN,1731536098
505,ban phai,16.06,102.731,24.37,74,100,2.01,TH,1731536099
506,rushville,39.6092,-85.4464,11.81,70,100,3.13,US,1731536035
507,utrik,11.2278,169.8474,28.3,67,35,7.1,MH,1731536101
508,kuta,-8.7233,115.1723,26.97,94,20,1.54,ID,1731536103
509,namtsy,62.7161,129.6658,-21.36,98,100,2.17,RU,1731536104
510,tabas,33.5959,56.9244,14.21,54,98,4.64,IR,1731536105
511,baiyin,36.5583,104.2081,4.39,76,56,1.3,CN,1731536106
512,seven pagodas,12.6264,80.1722,25.81,87,86,3.24,IN,1731536107
513,jutai,-5.1833,-68.9,27.31,81,94,0.17,BR,1731536108
514,mar del plata,-38.0023,-57.5575,19.18,69,20,5.81,AR,1731536038
515,dunn,44.95,-91.8835,8.99,74,40,2.06,US,1731536110
516,wellington,-41.2866,174.7756,17.81,77,100,7.72,NZ,1731536098
517,potchefstroom,-26.7167,27.1,19.78,46,56,3.92,ZA,1731536031
518,raja,8.4596,25.678,25.44,37,13,1.85,SS,1731536113
519,rong'an,26.1247,119.1214,21.11,95,100,0.83,CN,1731536114
520,cururupu,-1.8283,-44.8683,24.41,86,7,1.23,BR,1731536115
521,el porvenir,13.7617,-87.3458,25.67,92,83,1.72,HN,1731536116
522,puerto baquerizo moreno,-0.9,-89.6,24.55,65,20,5.66,EC,1731536117
523,gisborne,-38.6533,178.0042,19.63,66,46,3.14,NZ,1731535902
524,chernyshevskiy,63.0128,112.4714,-18.52,98,100,2.04,RU,1731536120
525,junin de los andes,-39.9504,-71.0694,19.5,40,76,6.5,AR,1731536121
526,sullivan,36.5168,-82.5332,16.43,40,75,3.6,US,1731536065
527,chilca,-12.5211,-76.7372,18.69,81,13,3.24,PE,1731536123
528,motygino,58.1831,94.7592,-18.31,99,80,1.07,RU,1731536124
529,coyhaique,-45.5752,-72.0662,11.24,94,74,3.15,CL,1731536000
530,pemangkat,1.1667,108.9667,25.35,87,100,2.59,ID,1731536126
531,big bend,-26.8167,31.9333,18.87,77,7,3.83,SZ,1731536127
532,lloydminster,53.2835,-110.0016,2.12,80,100,3.6,CA,1731536128
533,kone,-21.0595,164.8658,30.93,45,77,0.66,NC,1731536129
534,biloela,-24.4167,150.5,25.77,72,43,3.51,AU,1731536130
535,lovrenc na pohorju,46.5406,15.3931,0.82,91,100,1.22,SI,1731536131
536,xiaoweizhai,26.1903,107.5125,17.03,96,2,1.02,CN,1731536132
537,nizhneangarsk,55.7833,109.55,-15.46,71,47,2.19,RU,1731536133
538,gaoual,11.75,-13.2,25.84,63,100,0.52,GN,1731536134
539,dunda,-8.1167,34.25,21.94,56,1,0.23,TZ,1731536135
540,mili,6.0815,171.735,27.64,79,36,6.05,MH,1731536115
541,boa vista,2.8197,-60.6733,31.99,55,20,1.54,BR,1731535875
542,likiep,9.8251,169.3107,28.2,72,67,7.51,MH,1731536139
543,quang ngai,15.1167,108.8,22.76,96,72,1.07,VN,1731536140
544,rehoboth,-23.3167,17.0833,23.29,13,0,2.1,NA,1731536141
545,galveston,29.3669,-94.9669,28.92,58,75,3.6,US,1731536142
546,constantia,44.1833,28.65,5.39,79,100,5.37,RO,1731536041
547,mao,39.8885,4.2658,16.31,82,20,2.57,ES,1731536144
548,balabac,7.9868,117.0645,27.15,75,98,2.32,PH,1731536145
549,salekhard,66.53,66.6019,-30.21,100,96,0.88,RU,1731535947
550,sisimiut,66.9395,-53.6735,-3.95,58,100,11.85,GL,1731536147
551,at taj,24.2049,23.2857,16.29,40,2,4.6,LY,1731536148
552,uyar,55.81,94.3153,-12.8,81,85,1.96,RU,1731536149
553,geraldton,-28.7667,114.6,16.23,94,20,2.06,AU,1731536150
554,chos malal,-37.3781,-70.2709,28.03,22,20,7.77,AR,1731536066
555,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1731536106
556,cheremukhovo,60.3484,59.9851,-6.78,96,100,0.9,RU,1731536155
557,progreso,21.2833,-89.6667,26.66,83,92,4.16,MX,1731536156
558,muli,2.9167,73.5667,28.18,71,83,3.61,MV,1731536157
559,boguchany,58.3814,97.4531,-14.48,96,77,1.65,RU,1731536158
560,atlantic beach,30.3344,-81.3987,24.01,70,75,9.77,US,1731536159
561,tanumah,27.1,44.1333,18.6,48,6,3.79,SA,1731536160
562,kropyvnytskyi,48.5132,32.2597,1.08,97,100,2.21,UA,1731536161
563,usogorsk,63.4106,48.6872,-0.37,95,100,4.35,RU,1731536162
564,narathiwat,6.3333,101.75,24.92,96,69,1.2,TH,1731536163
565,tadine,-21.55,167.8833,26.92,71,36,3.81,NC,1731536164
566,ukmerge,55.25,24.75,-2.07,90,0,2.56,LT,1731536165
567,ustyuzhna,58.8394,36.4321,1.96,91,100,5.0,RU,1731536166
568,giporlos,11.12,125.4494,26.1,88,100,1.99,PH,1731536167
569,namsos,64.4662,11.4957,4.95,81,75,7.72,NO,1731536168
570,amurzet,47.6967,131.0981,-5.86,94,17,2.61,RU,1731536169
571,hotan,37.0997,79.9269,8.29,46,19,2.83,CN,1731536170
572,el jadid,33.2549,-8.506,18.33,71,100,5.03,MA,1731536171
573,nieuw amsterdam,5.8833,-55.0833,25.01,88,40,2.06,SR,1731536173
574,trashi yangtse,27.6116,91.498,9.32,78,5,2.67,BT,1731536174
575,nova vicosa,-17.8919,-39.3719,25.53,82,90,6.41,BR,1731536175
576,fort st. john,56.2499,-120.8529,-5.06,93,100,4.12,CA,1731536176
577,naha,26.2125,127.6811,25.95,84,75,4.63,JP,1731535995
578,papao,-17.75,-149.55,28.82,79,86,7.37,PF,1731536178
579,arar,30.9753,41.0381,15.01,72,0,0.0,SA,1731536179
580,robertsport,6.7533,-11.3686,26.58,80,79,3.18,LR,1731536180
581,alappuzha,9.49,76.3264,26.22,84,99,2.04,IN,1731536181
582,arbelaez,4.2725,-74.4151,21.41,90,100,0.61,CO,1731536157
583,linhares,-19.3911,-40.0722,24.19,91,93,2.02,BR,1731536184
584,sodankyla,67.4167,26.6,1.19,78,14,5.2,FI,1731536185
